,distributorId,originalDistributorId
245,24,24.0
246,4,4.0
247,6,6.0
248,3,3.0
249,13,13.0
250,10,10.0
251,5,5.0
252,5,5.0
253,5,5.0
254,5,5.0
255,5,5.0
256,1,1.0
257,1,1.0
258,1,1.0
259,1,1.0
260,1,1.0
261,1,1.0
262,1,1.0
263,3,1.0
264,4,4.0
265,7,7.0
266,11,11.0
267,12,12.0
268,12,12.0
269,10,10.0
270,10,10.0
271,1,1.0
272,2,2.0
273,2,2.0
274,7,7.0
275,5,5.0
276,5,5.0
277,4,4.0
278,6,6.0
279,1,1.0
280,1,1.0
281,1,1.0
282,1,1.0
283,1,1.0
284,5,5.0
285,6,6.0
286,2,2.0
287,2,2.0
288,10,10.0
289,1,1.0
290,1,1.0
291,1,1.0
292,1,1.0
293,1,1.0
294,6,6.0
295,3,3.0
296,10,10.0
297,10,10.0
298,5,5.0
299,5,5.0
300,5,5.0
301,5,5.0
302,5,5.0
303,2,2.0
304,1,1.0
305,1,1.0
306,1,1.0
307,1,1.0
308,1,1.0
309,2,2.0
310,4,4.0
311,5,5.0
312,6,6.0
313,6,6.0
314,6,6.0
315,12,12.0
316,12,12.0
317,10,10.0
318,1,1.0
319,1,1.0
320,16,16.0
321,3,3.0
322,3,3.0
323,17,17.0
324,18,18.0
325,19,19.0
326,4,4.0
327,6,6.0
328,1,1.0
329,1,1.0
330,1,1.0
331,1,1.0
332,11,11.0
333,3,3.0
334,4,4.0
335,8,8.0
336,5,5.0
337,12,12.0
338,12,12.0
339,9,9.0
340,1,1.0
341,1,1.0
342,1,1.0
343,1,1.0
344,1,1.0
345,6,6.0
346,12,12.0
347,2,2.0
348,9,9.0
349,5,5.0
350,5,5.0
351,1,1.0
352,1,1.0
353,1,1.0
354,1,1.0
355,1,1.0
356,1,1.0
357,1,1.0
358,1,1.0
359,5,5.0
360,6,6.0
361,6,6.0
362,11,11.0
363,1,1.0
364,1,1.0
365,1,1.0
366,1,1.0
367,17,17.0
368,5,5.0
369,6,6.0
370,1,1.0
371,1,1.0
372,1,1.0
373,1,1.0
374,20,20.0
375,5,5.0
376,5,5.0
377,6,6.0
378,1,1.0
379,1,1.0
380,6,6.0
381,3,3.0
382,5,5.0
383,1,1.0
384,6,6.0
385,1,1.0
386,1,1.0
387,1,1.0
388,1,1.0
389,1,1.0
390,1,1.0
391,1,1.0
392,1,1.0
393,3,3.0
394,3,3.0
395,5,5.0
396,5,5.0
397,5,5.0
398,6,6.0
399,6,6.0
400,12,12.0
401,13,13.0
402,1,1.0
403,1,1.0
404,3,3.0
405,5,5.0
406,5,5.0
407,1,1.0
408,1,1.0
409,1,1.0
410,20,20.0
411,4,4.0
412,5,5.0
413,23,23.0
414,1,1.0
415,1,1.0
416,1,1.0
417,1,1.0
418,24,24.0
419,3,3.0
420,13,13.0
421,10,10.0
422,10,10.0
423,5,5.0
424,5,5.0
425,3,3.0
426,1,1.0
427,1,1.0
428,4,4.0
429,1,1.0
430,1,1.0
431,1,1.0
432,1,1.0
433,2,2.0
434,3,3.0
435,4,4.0
436,6,6.0
437,6,6.0
438,12,12.0
439,10,10.0
440,5,5.0
441,5,5.0
442,4,4.0
443,1,1.0
444,1,1.0
445,1,1.0
446,6,6.0
447,6,6.0
448,1,1.0
449,1,1.0
450,1,1.0
451,1,1.0
452,1,1.0
453,1,1.0
454,1,1.0
455,1,1.0
456,24,24.0
457,27,27.0
458,7,7.0
459,3,3.0
460,2,2.0
461,28,28.0
462,13,13.0
463,13,13.0
464,10,10.0
465,1,1.0
466,4,4.0
467,1,1.0
468,1,1.0
469,1,1.0
470,1,1.0
471,1,1.0
472,1,1.0
473,1,1.0
474,5,5.0
475,6,6.0
476,9,9.0
477,11,11.0
478,13,13.0
479,10,10.0
480,1,1.0
481,13,13.0
482,1,1.0
483,15,15.0
484,2,2.0
485,6,6.0
486,1,1.0
487,1,1.0
488,1,1.0
489,1,1.0
490,1,1.0
491,1,1.0
492,3,3.0
493,4,4.0
494,4,4.0
495,4,4.0
496,3,3.0
497,5,5.0
498,5,5.0
499,5,5.0
500,2,2.0
501,12,12.0
502,23,23.0
503,11,11.0
504,3,3.0
505,6,6.0
506,6,6.0
507,10,10.0
508,5,5.0
509,27,27.0
510,6,6.0
511,6,6.0
512,1,1.0
513,2,2.0
514,3,3.0
515,3,3.0
516,5,5.0
517,6,6.0
518,12,12.0
519,10,10.0
520,1,1.0
521,1,1.0
522,1,1.0
523,1,1.0
524,18,18.0
525,5,5.0
526,5,5.0
527,4,4.0
528,6,6.0
529,1,1.0
530,1,1.0
531,1,1.0
532,1,1.0
533,1,1.0
534,1,1.0
535,11,11.0
536,5,5.0
537,5,5.0
538,6,6.0
539,1,1.0
540,1,1.0
541,1,1.0
542,1,1.0
543,1,1.0
544,1,1.0
545,12,12.0
546,1,1.0
547,6,6.0
548,1,1.0
549,1,1.0
550,1,1.0
551,1,1.0
552,1,1.0
553,1,1.0
554,1,1.0
555,1,1.0
556,1,1.0
557,2,2.0
558,2,2.0
559,3,3.0
560,4,4.0
561,4,4.0
562,5,5.0
563,6,6.0
564,6,6.0
565,12,12.0
566,1,1.0
567,5,5.0
568,1,1.0
569,1,1.0
570,20,20.0
571,4,4.0
572,3,3.0
573,5,5.0
574,6,6.0
575,1,1.0
576,1,1.0
577,1,1.0
578,1,1.0
579,1,1.0
580,1,1.0
581,20,20.0
582,6,6.0
583,12,12.0
584,3,3.0
585,10,10.0
586,10,10.0
587,10,10.0
588,5,5.0
589,1,1.0
590,6,6.0
591,1,1.0
592,1,1.0
593,1,1.0
594,1,1.0
595,1,1.0
596,1,1.0
597,1,1.0
598,2,2.0
599,2,2.0
600,3,3.0
601,3,3.0
602,4,4.0
603,4,4.0
604,5,5.0
605,5,5.0
606,5,5.0
607,5,5.0
608,6,6.0
609,6,6.0
610,8,8.0
611,11,11.0
612,13,13.0
613,13,13.0
614,5,5.0
615,6,6.0
616,1,1.0
617,1,1.0
618,1,1.0
619,1,1.0
620,3,3.0
621,20,20.0
622,3,3.0
623,5,5.0
624,5,5.0
625,12,12.0
626,12,12.0
627,9,9.0
628,10,10.0
629,1,1.0
630,1,1.0
631,1,1.0
632,12,12.0
633,3,3.0
634,3,3.0
635,3,3.0
636,13,13.0
637,5,5.0
638,5,5.0
639,5,5.0
640,5,5.0
641,1,1.0
642,6,6.0
643,1,1.0
644,1,1.0
645,1,1.0
646,1,1.0
647,1,1.0
648,1,1.0
649,1,1.0
650,1,1.0
651,1,1.0
652,1,1.0
653,4,4.0
654,4,4.0
655,6,6.0
656,6,6.0
657,1,1.0
658,5,5.0
659,5,5.0
660,1,1.0
661,1,1.0
662,1,1.0
663,1,1.0
664,4,4.0
665,4,4.0
666,3,3.0
667,3,3.0
668,5,5.0
669,5,5.0
670,6,6.0
671,6,6.0
672,1,1.0
673,1,1.0
674,1,1.0
675,4,4.0
676,6,6.0
677,3,3.0
678,13,13.0
679,5,5.0
680,5,5.0
681,5,5.0
682,5,5.0
683,2,2.0
684,2,2.0
685,21,21.0
686,1,1.0
687,1,1.0
688,1,1.0
689,1,1.0
690,1,1.0
691,1,1.0
692,1,1.0
693,6,6.0
694,6,6.0
695,6,6.0
696,12,12.0
697,5,5.0
698,4,4.0
699,6,6.0
700,1,1.0
701,1,1.0
702,1,1.0
703,1,1.0
704,1,1.0
705,1,1.0
706,1,1.0
707,1,1.0
708,3,3.0
709,5,5.0
710,10,10.0
711,1,1.0
712,1,1.0
713,1,1.0
714,1,1.0
715,1,1.0
716,24,24.0
717,24,24.0
718,6,6.0
719,20,20.0
720,3,3.0
721,3,3.0
722,6,6.0
723,6,6.0
724,13,13.0
725,9,9.0
726,1,1.0
727,1,1.0
728,2,2.0
729,1,1.0
730,1,1.0
731,1,1.0
732,1,1.0
733,1,1.0
734,1,1.0
735,1,1.0
736,3,3.0
737,4,1.0
738,5,5.0
739,5,5.0
740,11,11.0
741,11,11.0
742,12,12.0
743,12,12.0
744,12,12.0
745,1,1.0
746,1,1.0
747,1,1.0
748,16,16.0
749,2,2.0
750,2,2.0
751,17,17.0
752,18,18.0
753,5,5.0
754,4,4.0
755,4,4.0
756,6,6.0
757,1,1.0
758,1,1.0
759,1,1.0
760,1,1.0
761,13,13.0
762,20,20.0
763,10,10.0
764,1,1.0
765,1,1.0
766,1,1.0
767,24,24.0
768,18,18.0
769,17,17.0
770,15,15.0
771,6,6.0
772,13,13.0
773,13,13.0
774,5,5.0
775,5,5.0
776,3,3.0
777,1,1.0
778,1,1.0
779,4,4.0
780,4,4.0
781,2,2.0
782,1,1.0
783,1,1.0
784,1,1.0
785,1,1.0
786,1,1.0
787,3,3.0
788,3,3.0
789,5,5.0
790,5,5.0
791,6,6.0
792,6,6.0
793,9,9.0
794,9,9.0
795,13,13.0
796,13,13.0
797,1,1.0
798,15,15.0
799,2,2.0
800,7,7.0
801,6,6.0
802,1,1.0
803,1,1.0
804,1,1.0
805,1,1.0
806,1,1.0
807,1,1.0
808,1,1.0
809,1,1.0
810,3,3.0
811,20,20.0
812,4,4.0
813,4,4.0
814,4,4.0
815,3,3.0
816,5,5.0
817,5,5.0
818,2,2.0
819,2,2.0
820,10,10.0
821,10,10.0
822,1,1.0
823,1,1.0
824,1,1.0
825,15,15.0
826,6,6.0
827,6,6.0
828,3,3.0
829,3,3.0
830,2,2.0
831,9,9.0
832,10,10.0
833,5,5.0
834,5,5.0
835,1,1.0
836,1,1.0
837,1,1.0
838,1,1.0
839,1,1.0
840,1,1.0
841,2,2.0
842,3,3.0
843,3,3.0
844,3,3.0
845,5,5.0
846,6,6.0
847,10,10.0
848,1,1.0
849,13,13.0
850,15,15.0
851,2,2.0
852,5,5.0
853,6,6.0
854,1,1.0
855,1,1.0
856,1,1.0
857,1,1.0
858,1,1.0
859,5,5.0
860,5,5.0
861,2,2.0
862,1,1.0
863,1,1.0
864,1,1.0
865,1,1.0
866,1,1.0
867,24,24.0
868,12,12.0
869,12,12.0
870,8,8.0
871,8,8.0
872,2,2.0
873,2,2.0
874,2,2.0
875,1,1.0
876,1,1.0
877,1,1.0
878,4,4.0
879,5,5.0
880,5,5.0
881,6,6.0
882,11,11.0
883,13,13.0
884,1,1.0
885,13,13.0
886,1,1.0
887,1,1.0
888,1,1.0
889,1,1.0
890,5,5.0
891,4,4.0
892,6,6.0
893,1,1.0
894,1,1.0
895,1,1.0
896,1,1.0
897,1,1.0
898,1,1.0
899,1,1.0
900,1,1.0
901,13,13.0
902,4,4.0
903,5,5.0
904,5,5.0
905,5,5.0
906,6,6.0
907,6,6.0
908,12,12.0
909,9,9.0
910,10,10.0
911,1,1.0
912,1,1.0
913,1,1.0
914,1,1.0
915,1,1.0
916,8,8.0
917,3,3.0
918,6,6.0
919,10,10.0
920,5,5.0
921,5,5.0
922,1,1.0
923,1,1.0
924,1,1.0
925,1,1.0
926,6,6.0
927,1,1.0
928,1,1.0
929,1,1.0
930,1,1.0
931,1,1.0
932,1,1.0
933,3,3.0
934,5,5.0
935,5,5.0
936,5,5.0
937,6,6.0
938,6,6.0
939,6,6.0
940,7,7.0
941,12,12.0
942,10,10.0
943,1,1.0
944,1,1.0
945,18,18.0
946,5,5.0
947,5,5.0
948,4,4.0
949,4,4.0
950,6,6.0
951,1,1.0
952,3,3.0
953,13,13.0
954,7,7.0
955,20,20.0
956,20,20.0
957,4,4.0
958,2,2.0
959,10,10.0
960,1,1.0
961,1,1.0
962,1,1.0
963,1,1.0
964,1,1.0
965,2,2.0
966,1,1.0
967,1,1.0
968,1,1.0
969,1,1.0
970,1,1.0
971,1,1.0
972,4,4.0
973,4,4.0
974,4,4.0
975,5,5.0
976,6,6.0
977,6,6.0
978,6,6.0
979,8,8.0
980,10,10.0
981,12,12.0
982,1,1.0
983,18,18.0
984,5,5.0
985,6,6.0
986,1,1.0
987,1,1.0
988,1,1.0
989,1,1.0
990,4,4.0
991,9,9.0
992,1,1.0
993,1,1.0
994,1,1.0
995,1,1.0
996,1,1.0
997,1,1.0
998,27,27.0
999,7,7.0
1000,20,20.0
1001,4,4.0
1002,6,6.0
1003,11,11.0
1004,3,3.0
1005,3,3.0
1006,3,3.0
1007,4,4.0
1008,1,1.0
1009,1,1.0
1010,1,1.0
1011,1,1.0
1012,1,1.0
1013,1,1.0
1014,1,1.0
1015,1,1.0
1016,2,2.0
1017,2,2.0
1018,2,2.0
1019,2,2.0
1020,3,3.0
1021,4,4.0
1022,5,5.0
1023,5,5.0
1024,6,6.0
1025,12,12.0
1026,12,12.0
1027,10,10.0
1028,1,1.0
1029,1,1.0
1030,13,13.0
1031,3,3.0
1032,2,2.0
1033,5,5.0
1034,4,4.0
1035,1,1.0
1036,1,1.0
1037,11,11.0
1038,3,3.0
1039,13,13.0
1040,6,6.0
1041,6,6.0
1042,10,10.0
1043,1,1.0
1044,1,1.0
1045,1,1.0
1046,1,1.0
1047,1,1.0
1048,18,18.0
1049,15,15.0
1050,6,6.0
1051,12,12.0
1052,12,12.0
1053,8,8.0
1054,6,6.0
1055,28,28.0
1056,5,5.0
1057,3,3.0
1058,1,1.0
1059,2,2.0
1060,1,1.0
1061,1,1.0
1062,1,1.0
1063,1,1.0
1064,1,1.0
1065,1,1.0
1066,3,3.0
1067,3,3.0
1068,3,3.0
1069,5,5.0
1070,7,7.0
1071,11,11.0
1072,12,12.0
1073,1,1.0
1074,13,13.0
1075,13,13.0
1076,1,1.0
1077,2,2.0
1078,17,17.0
1079,18,18.0
1080,5,5.0
1081,5,5.0
1082,1,1.0
1083,1,1.0
1084,1,1.0
1085,1,1.0
1086,4,4.0
1087,3,3.0
1088,5,5.0
1089,5,5.0
1090,23,23.0
1091,10,10.0
1092,1,1.0
1093,1,1.0
1094,24,24.0
1095,4,4.0
1096,2,2.0
1097,10,10.0
1098,5,5.0
1099,5,5.0
1100,1,1.0
1101,1,1.0
1102,1,1.0
1103,2,2.0
1104,1,1.0
1105,1,1.0
1106,1,1.0
1107,1,1.0
1108,1,1.0
1109,1,1.0
1110,1,1.0
1111,1,1.0
1112,1,1.0
1113,1,1.0
1114,3,3.0
1115,3,3.0
1116,5,5.0
1117,5,5.0
1118,6,6.0
1119,6,6.0
1120,12,12.0
1121,10,10.0
1122,1,1.0
1123,1,1.0
1124,5,5.0
1125,4,4.0
1126,4,4.0
1127,1,1.0
1128,1,1.0
1129,3,3.0
1130,3,3.0
1131,4,4.0
1132,5,5.0
1133,6,6.0
1134,6,6.0
1135,12,12.0
1136,1,1.0
1137,1,1.0
1138,1,1.0
1139,1,1.0
1140,6,6.0
1141,8,8.0
1142,3,3.0
1143,6,6.0
1144,2,2.0
1145,10,10.0
1146,5,5.0
1147,5,5.0
1148,5,5.0
1149,5,5.0
1150,3,3.0
1151,1,1.0
1152,1,1.0
1153,27,27.0
1154,6,6.0
1155,7,7.0
1156,30,30.0
1157,1,1.0
1158,1,1.0
1159,1,1.0
1160,1,1.0
1161,1,1.0
1162,3,3.0
1163,5,5.0
1164,5,5.0
1165,5,5.0
1166,5,5.0
1167,6,6.0
1168,7,7.0
1169,10,10.0
1170,13,13.0
1171,17,17.0
1172,5,5.0
1173,1,1.0
1174,1,1.0
1175,1,1.0
1176,1,1.0
1177,3,3.0
1178,4,4.0
1179,3,3.0
1180,5,5.0
1181,12,12.0
1182,1,1.0
1183,1,1.0
1184,1,1.0
1185,1,1.0
1186,1,1.0
1187,15,15.0
1188,4,4.0
1189,2,2.0
1190,10,10.0
1191,5,5.0
1192,14,28.0
1193,5,5.0
1194,1,1.0
1195,1,1.0
1196,1,1.0
1197,1,1.0
1198,1,1.0
1199,1,1.0
1200,1,1.0
1201,1,1.0
1202,1,1.0
1203,1,1.0
1204,5,5.0
1205,6,6.0
1206,6,6.0
1207,6,6.0
1208,7,7.0
1209,8,8.0
1210,13,13.0
1211,10,10.0
1212,1,1.0
1213,1,1.0
1214,18,18.0
1215,7,7.0
1216,5,5.0
1217,6,6.0
1218,6,6.0
1219,1,1.0
1220,1,1.0
1221,1,1.0
1222,1,1.0
1223,1,1.0
1224,3,3.0
1225,5,5.0
1226,5,5.0
1227,12,12.0
1228,10,10.0
1229,1,1.0
1230,1,1.0
1231,24,24.0
1232,17,17.0
1233,3,3.0
1234,2,2.0
1235,13,13.0
1236,13,13.0
1237,5,5.0
1238,5,5.0
1239,1,1.0
1240,1,1.0
1241,1,1.0
1242,1,1.0
1243,2,2.0
1244,2,2.0
1245,3,3.0
1246,3,3.0
1247,4,4.0
1248,5,5.0
1249,10,10.0
1250,12,12.0
1251,12,12.0
1252,1,1.0
1253,1,1.0
1254,5,5.0
1255,5,5.0
1256,1,1.0
1257,1,1.0
1258,1,1.0
1259,3,3.0
1260,4,4.0
1261,6,6.0
1262,1,1.0
1263,11,11.0
1264,8,8.0
1265,3,3.0
1266,2,2.0
1267,13,13.0
1268,5,5.0
1269,1,1.0
1270,1,1.0
1271,2,2.0
1272,1,1.0
1273,1,1.0
1274,1,1.0
1275,1,1.0
1276,1,1.0
1277,3,3.0
1278,3,3.0
1279,5,5.0
1280,5,5.0
1281,6,6.0
1282,6,6.0
1283,9,9.0
1284,15,15.0
1285,3,3.0
1286,1,1.0
1287,1,1.0
1288,1,1.0
1289,13,13.0
1290,5,5.0
1291,5,5.0
1292,6,6.0
1293,12,12.0
1294,24,24.0
1295,24,24.0
1296,7,7.0
1297,19,19.0
1298,6,6.0
1299,3,3.0
1300,2,2.0
1301,10,10.0
1302,5,5.0
1303,1,1.0
1304,1,1.0
1305,1,1.0
1306,4,4.0
1307,7,7.0
1308,1,1.0
1309,1,1.0
1310,1,1.0
1311,1,1.0
1312,1,1.0
1313,1,1.0
1314,1,1.0
1315,1,1.0
1316,2,2.0
1317,3,3.0
1318,4,4.0
1319,4,4.0
1320,5,5.0
1321,5,5.0
1322,6,6.0
1323,6,6.0
1324,6,6.0
1325,11,11.0
1326,10,10.0
1327,10,10.0
1328,5,5.0
1329,5,5.0
1330,6,6.0
1331,1,1.0
1332,1,1.0
1333,1,1.0
1334,1,1.0
1335,3,3.0
1336,13,13.0
1337,4,4.0
1338,3,3.0
1339,5,5.0
1340,5,5.0
1341,1,1.0
1342,1,1.0
1343,1,1.0
1344,1,1.0
1345,11,11.0
1346,8,8.0
1347,6,6.0
1348,10,10.0
1349,10,10.0
1350,5,5.0
1351,1,1.0
1352,6,6.0
1353,2,2.0
1354,1,1.0
1355,1,1.0
1356,1,1.0
1357,3,3.0
1358,3,3.0
1359,4,4.0
1360,6,6.0
1361,6,6.0
1362,6,6.0
1363,8,8.0
1364,12,12.0
1365,1,1.0
1366,4,4.0
1367,6,6.0
1368,1,1.0
1369,1,1.0
1370,7,7.0
1371,7,7.0
1372,5,5.0
1373,5,5.0
1374,10,10.0
1375,1,1.0
1376,12,12.0
1377,12,12.0
1378,3,3.0
1379,6,6.0
1380,2,2.0
1381,13,13.0
1382,10,10.0
1383,10,10.0
1384,10,10.0
1385,5,5.0
1386,5,5.0
1387,5,5.0
1388,1,1.0
1389,1,1.0
1390,1,1.0
1391,1,1.0
1392,1,1.0
1393,1,1.0
1394,2,2.0
1395,3,3.0
1396,3,3.0
1397,5,5.0
1398,5,5.0
1399,6,6.0
1400,11,11.0
1401,13,13.0
1402,1,1.0
1403,15,15.0
1404,18,18.0
1405,5,5.0
1406,6,6.0
1407,1,1.0
1408,1,1.0
1409,7,7.0
1410,8,8.0
1411,8,8.0
1412,5,5.0
1413,5,5.0
1414,5,5.0
1415,5,5.0
1416,12,12.0
1417,1,1.0
1418,1,1.0
1419,1,1.0
1420,1,1.0
1421,24,24.0
1422,27,27.0
1423,12,12.0
1424,12,12.0
1425,8,8.0
1426,3,3.0
1427,5,5.0
1428,5,5.0
1429,3,3.0
1430,1,1.0
1431,1,1.0
1432,1,1.0
1433,1,1.0
1434,1,1.0
1435,1,1.0
1436,1,1.0
1437,1,1.0
1438,2,2.0
1439,3,3.0
1440,3,3.0
1441,4,4.0
1442,5,5.0
1443,5,5.0
1444,5,5.0
1445,6,6.0
1446,6,6.0
1447,6,6.0
1448,6,6.0
1449,1,1.0
1450,1,1.0
1451,1,1.0
1452,3,3.0
1453,2,2.0
1454,18,18.0
1455,5,5.0
1456,6,6.0
1457,1,1.0
1458,4,4.0
1459,3,3.0
1460,5,5.0
1461,6,6.0
1462,12,12.0
1463,1,1.0
1464,18,18.0
1465,12,12.0
1466,3,3.0
1467,6,6.0
1468,2,2.0
1469,10,10.0
1470,2,2.0
1471,2,2.0
1472,2,2.0
1473,1,1.0
1474,1,1.0
1475,1,1.0
1476,1,1.0
1477,1,1.0
1478,1,1.0
1479,6,6.0
1480,11,11.0
1481,11,11.0
1482,10,10.0
1483,1,1.0
1484,1,1.0
1485,1,1.0
1486,1,1.0
1487,13,13.0
1488,2,2.0
1489,17,17.0
1490,7,7.0
1491,5,5.0
1492,1,1.0
1493,1,1.0
1494,1,1.0
1495,1,1.0
1496,1,1.0
1497,3,3.0
1498,20,20.0
1499,20,20.0
1500,5,5.0
1501,5,5.0
1502,5,5.0
1503,5,5.0
1504,5,5.0
1505,6,6.0
1506,6,6.0
1507,2,2.0
1508,2,2.0
1509,1,1.0
1510,1,1.0
1511,1,1.0
1512,1,1.0
1513,1,1.0
1514,1,1.0
1515,1,1.0
1516,24,24.0
1517,24,24.0
1518,26,26.0
1519,15,15.0
1520,4,4.0
1521,6,6.0
1522,6,6.0
1523,6,6.0
1524,3,3.0
1525,1,1.0
1526,1,1.0
1527,1,1.0
1528,1,1.0
1529,1,1.0
1530,3,3.0
1531,3,3.0
1532,5,5.0
1533,5,5.0
1534,6,6.0
1535,6,6.0
1536,10,10.0
1537,13,13.0
1538,1,1.0
1539,1,1.0
1540,15,15.0
1541,2,2.0
1542,6,6.0
1543,1,1.0
1544,1,1.0
1545,1,1.0
1546,1,1.0
1547,1,1.0
1548,16,16.0
1549,16,16.0
1550,3,3.0
1551,13,13.0
1552,6,6.0
1553,2,2.0
1554,10,10.0
1555,1,1.0
1556,1,1.0
1557,17,17.0
1558,15,15.0
1559,12,12.0
1560,12,12.0
1561,12,12.0
1562,2,2.0
1563,2,2.0
1564,2,2.0
1565,5,5.0
1566,5,5.0
1567,5,5.0
1568,5,5.0
1569,3,3.0
1570,1,1.0
1571,6,6.0
1572,6,6.0
1573,1,1.0
1574,1,1.0
1575,1,1.0
1576,1,1.0
1577,1,1.0
1578,1,1.0
1579,2,2.0
1580,2,2.0
1581,3,3.0
1582,7,7.0
1583,10,10.0
1584,1,1.0
1585,13,13.0
1586,1,1.0
1587,16,16.0
1588,2,2.0
1589,2,2.0
1590,17,17.0
1591,18,18.0
1592,5,5.0
1593,5,5.0
1594,1,1.0
1595,1,1.0
1596,1,1.0
1597,1,1.0
1598,1,1.0
1599,1,1.0
1600,1,1.0
1601,3,3.0
1602,5,5.0
1603,5,5.0
1604,6,6.0
1605,2,2.0
1606,9,9.0
1607,1,1.0
1608,12,12.0
1609,20,20.0
1610,2,2.0
1611,13,13.0
1612,5,5.0
1613,1,1.0
1614,1,1.0
1615,1,1.0
1616,1,1.0
1617,1,1.0
1618,1,1.0
1619,1,1.0
1620,1,1.0
1621,2,2.0
1622,3,3.0
1623,4,4.0
1624,6,6.0
1625,6,6.0
1626,6,6.0
1627,6,6.0
1628,6,6.0
1629,8,8.0
1630,12,12.0
1631,12,12.0
1632,12,12.0
1633,1,1.0
1634,3,3.0
1635,2,2.0
1636,17,17.0
1637,7,7.0
1638,5,5.0
1639,6,6.0
1640,6,6.0
1641,1,1.0
1642,1,1.0
1643,1,1.0
1644,1,1.0
1645,1,1.0
1646,1,1.0
1647,1,1.0
1648,1,1.0
1649,7,7.0
1650,5,5.0
1651,6,6.0
1652,23,23.0
1653,1,1.0
1654,20,20.0
1655,6,6.0
1656,6,6.0
1657,2,2.0
1658,13,13.0
1659,5,5.0
1660,5,5.0
1661,5,5.0
1662,1,1.0
